id	species	x	y	year
GBIF_1	Paratrigona impunctata	-58.215	6.493333	2001
GBIF_34	Paratrigona impunctata	-66.683333	-0.316667	1999
GBIF_35	Paratrigona impunctata	-62.782806	-11.176639	1997
GBIF_36	Paratrigona impunctata	-76.459722	-0.470556	1994
GBIF_61	Paratrigona impunctata	-69.02298	-12.53714	1990
GBIF_62	Paratrigona impunctata	-59.983333	-3.066667	1989
GBIF_115	Paratrigona impunctata	-51.83333	3.83333	1959
GBIF_128	Paratrigona impunctata	-57.966667	-2.55	NA
GBIF_168	Paratrigona impunctata	-67.26625	-5.00825	NA
GBIF_237	Paratrigona impunctata	-49.264722	-8.257778	NA
GBIF_238	Paratrigona impunctata	-51.835	3.843056	NA
GBIF_246	Paratrigona impunctata	-60.025	-3.101944	NA
GBIF_249	Paratrigona impunctata	-47.180833	-1.195833	NA
GBIF_250	Paratrigona impunctata	-61.666667	3.416667	NA
GBIF_264	Paratrigona impunctata	-66.793333	-0.203611	NA
GBIF_268	Paratrigona impunctata	-65.488889	-0.333889	NA
GBIF_271	Paratrigona impunctata	-65.016667	-0.416667	NA
GBIF_279	Paratrigona impunctata	-62.183889	-1.316389	NA
GBIF_293	Paratrigona impunctata	-62.874444	-11.108889	NA
GBIF_298	Paratrigona impunctata	-64.126667	-10.436944	NA
GBIF_299	Paratrigona impunctata	-64.033333	-12.283333	NA
GBIF_301	Paratrigona impunctata	-62.833333	-11.816667	NA
GBIF_302	Paratrigona impunctata	-62.716667	-11.933333	NA
GBIF_304	Paratrigona impunctata	-61.916667	-11.616667	NA
GBIF_310	Camargoia camargoi	-52.702778	-6.207222	NA
GBIF_311	Camargoia camargoi	-66.692556	0.317028	NA
GBIF_329	Camargoia nordestina	-46.366667	-12.533333	1995
GBIF_539	Camargoia nordestina	-44.583333	-8.95	NA
GBIF_627	Camargoia nordestina	-45.183333	-11.233333	NA
GBIF_630	Camargoia nordestina	-43.141667	-11.089444	NA
GBIF_640	Camargoia pilicornis	-47.491667	-5.526389	NA
GBIF_642	Trigonisca euclydiana	-73.674444	-7.443333	1996
GBIF_650	Trigonisca longicornis	-60.133333	-12.733333	1983
GBIF_659	Trigonisca longicornis	-56.133333	-13.833333	NA
GBIF_714	Trigonisca longicornis	-52.250833	-15.8975	NA
GBIF_748	Trigonisca longicornis	-54.968333	-15.965278	NA
GBIF_749	Trigonisca longicornis	-54.635556	-16.470833	NA
GBIF_751	Trigonisca longicornis	-63.903333	-8.762222	NA
GBIF_755	Trigonisca longicornis	-52.25	-15.883333	NA
GBIF_798	Trigonisca longicornis	-55.416667	-3.666667	NA
GBIF_799	Trigonisca longicornis	-57.033333	-1.066667	NA
GBIF_800	Trigonisca longicornis	-66.816667	-0.216667	NA
GBIF_817	Trigonisca longicornis	-60.025	-3.101944	NA
GBIF_839	Trigonisca longicornis	-57.233333	-15.45	NA
GBIF_844	Trigonisca longicornis	-66.183333	-3.75	NA
GBIF_845	Trigonisca longicornis	-52.353056	-14.673333	NA
GBIF_848	Trigonisca longicornis	-56.066667	-13.816667	NA
GBIF_883	Trigonisca longicornis	-62.883333	-11.166667	NA
GBIF_886	Trigonisca longicornis	-62.681111	-10.943611	NA
GBIF_895	Trigonisca longicornis	-62.85	-11.166667	NA
GBIF_897	Trigonisca longicornis	-60.833333	-13.266667	NA
GBIF_898	Trigonisca longicornis	-64.75	-10.55	NA
GBIF_902	Cephalotrigona capitata	-83.699988	9.383338	2002
GBIF_904	Cephalotrigona capitata	-84.338333	10.973333	2002
GBIF_911	Cephalotrigona capitata	-85.953333	11.708333	2002
GBIF_914	Cephalotrigona capitata	-47.566667	-20.15	2002
GBIF_919	Cephalotrigona capitata	-58.684444	4.671944	2001
GBIF_920	Cephalotrigona capitata	-52.316667	-22.383333	1999
GBIF_921	Cephalotrigona capitata	-76.459722	-0.470556	1999
GBIF_923	Cephalotrigona capitata	-46.9167	-22.7167	1999
GBIF_926	Cephalotrigona capitata	-44.9597	-23.0744	1999
GBIF_958	Cephalotrigona capitata	-47.7044	-21.555	1996
GBIF_981	Cephalotrigona capitata	-85.053213	10.681199	1993
GBIF_983	Cephalotrigona capitata	-45.8464	-23.5322	1992
GBIF_984	Cephalotrigona capitata	-47.3042	-21.2753	1991
GBIF_991	Cephalotrigona capitata	-66.300683	-14.640067	1988
GBIF_1005	Cephalotrigona capitata	-66.2844	-14.6384	1988
GBIF_1007	Cephalotrigona capitata	-47.8002	-21.1851	1985
GBIF_1008	Cephalotrigona capitata	-46.9394	-19.5992	1985
GBIF_1050	Cephalotrigona capitata	-73.34833	4.50712	1977
GBIF_1068	Cephalotrigona capitata	-96.719447	18.515833	1971
GBIF_1069	Cephalotrigona capitata	-52.383333	-27.183333	1967
GBIF_1079	Cephalotrigona capitata	-83.68352	9.90467	1965
GBIF_1095	Cephalotrigona capitata	-45.43465	-21.55975	1960
GBIF_1098	Cephalotrigona capitata	-51.83333	3.83333	1959
GBIF_1121	Cephalotrigona capitata	-46.9578	-22.4319	1956
GBIF_1127	Cephalotrigona capitata	-47.1961	-22.6458	1954
GBIF_1135	Cephalotrigona capitata	-51.2311	-22.7803	1954
GBIF_1195	Cephalotrigona capitata	-76.150361	-0.636917	NA
GBIF_1197	Cephalotrigona capitata	-73.250556	10.476944	NA
GBIF_1202	Cephalotrigona capitata	-67.766667	-15.416667	NA
GBIF_1203	Cephalotrigona capitata	-56.510833	-25.766111	NA
GBIF_1204	Cephalotrigona capitata	-76.616667	-0.445833	NA
GBIF_1205	Cephalotrigona capitata	-44.566667	-19.716667	NA
GBIF_1207	Cephalotrigona capitata	-54.624444	-25.526111	NA
GBIF_1210	Cephalotrigona capitata	-46.866667	-23.183333	NA
GBIF_1211	Cephalotrigona capitata	-46.616667	-23.533333	NA
GBIF_1215	Cephalotrigona capitata	-49.05	-26.933333	NA
GBIF_1216	Cephalotrigona capitata	-47.933333	-19.773056	NA
GBIF_1221	Cephalotrigona capitata	-49.0994	-17.7311	NA
GBIF_1224	Cephalotrigona femorata	-62.7168	-11.69384	1997
GBIF_1225	Cephalotrigona femorata	-62.6109	-10.850433	1997
GBIF_1226	Cephalotrigona femorata	-59.727778	-2.407222	1984
GBIF_1227	Cephalotrigona femorata	-52.6273	-9.7192	1957
GBIF_1229	Cephalotrigona femorata	-52.702778	-6.207222	NA
GBIF_1233	Cephalotrigona femorata	-55.504444	-11.8645	NA
GBIF_1234	Trigonisca browni	-62.13255	-11.925367	1997
GBIF_1236	Trigonisca browni	-67.81	-9.974722	NA
GBIF_1237	Trigonisca browni	-66.602778	-9.798889	NA
GBIF_1238	Trigonisca browni	-62.667222	-10.848611	NA
GBIF_1239	Trigonisca browni	-63.436111	-10.345556	NA
GBIF_1240	Trigonisca browni	-63.864722	-10.451667	NA
GBIF_1241	Trigonisca browni	-61.916667	-11.566667	NA
GBIF_1246	Trigonisca browni	-62.383333	-10.85	NA
GBIF_1252	Trigonisca browni	-62.55	-9.333333	NA
GBIF_1255	Trigonisca browni	-62.566667	-9.333333	NA
GBIF_1256	Trigonisca browni	-64.75	-10.55	NA
GBIF_1259	Trigonisca browni	-62.716667	-11.933333	NA
GBIF_1260	Trigonisca browni	-62.133333	-11.916667	NA
GBIF_1263	Trigonisca clavicornis	-73.698333	-7.477222	NA
GBIF_1271	Trigonisca clavicornis	-73.657778	-7.440833	NA
GBIF_1273	Trigonisca longitarsis	-67.116167	-1.753944	2004
GBIF_1274	Trigonisca longitarsis	-49.3553	-6.1042	1986
GBIF_1278	Trigonisca longitarsis	-45.633333	-2.883333	1965
GBIF_1309	Trigonisca longitarsis	-67.81	-9.974722	NA
GBIF_1310	Trigonisca longitarsis	-61.180556	-11.685	NA
GBIF_1315	Trigonisca longitarsis	-51.816667	-7.35	NA
GBIF_1317	Trigonisca longitarsis	-65.583333	-1.883333	NA
GBIF_1318	Trigonisca longitarsis	-62.578333	-11.046667	NA
GBIF_1320	Trigonisca longitarsis	-66.602778	-9.799167	NA
GBIF_1321	Trigonisca longitarsis	-64.126667	-10.436944	NA
GBIF_1327	Trigonisca longitarsis	-63.864722	-10.451667	NA
GBIF_1328	Trigonisca longitarsis	-63.928056	-10.151944	NA
GBIF_1330	Trigonisca longitarsis	-63.656944	-10.392222	NA
GBIF_1334	Trigonisca longitarsis	-64.566667	-10.316667	NA
GBIF_1340	Trigonisca longitarsis	-64.95	-10.833333	NA
GBIF_1366	Trigonisca longitarsis	-62.45	-10.866667	NA
GBIF_1368	Trigonisca longitarsis	-60.833333	-13.233333	NA
GBIF_1369	Trigonisca longitarsis	-62.383333	-10.866667	NA
GBIF_1370	Trigonisca longitarsis	-61.85	-9.45	NA
GBIF_1371	Trigonisca longitarsis	-62.583333	-9.383333	NA
GBIF_1372	Trigonisca longitarsis	-63.533889	-8.392778	NA
GBIF_1377	Trigonisca mendersoni	-67.05	-10.066667	1994
GBIF_1378	Trigonisca mendersoni	-66.449444	-9.748889	NA
GBIF_1380	Trigonisca moratoi	-73.674444	-7.443333	1996
GBIF_1382	Trigonisca moratoi	-68.668	-9.054	1994
GBIF_1383	Trigonisca moratoi	-64.416667	-12.416667	NA
GBIF_1387	Trigonisca moratoi	-63.903333	-8.762222	NA
GBIF_1392	Trigonisca rondoni	-62.733333	-11.716667	1997
GBIF_1393	Trigonisca rondoni	-62.716667	-11.933333	1997
GBIF_1395	Trigonisca rondoni	-65.007783	-10.3972	1996
GBIF_1396	Trigonisca rondoni	-60.133333	-12.733333	1983
GBIF_1400	Trigonisca rondoni	-62.666667	-11.171389	NA
GBIF_1401	Trigonisca rondoni	-62.841389	-11.088889	NA
GBIF_1409	Trigonisca rondoni	-62.883333	-11.166667	NA
GBIF_1410	Trigonisca rondoni	-64.333889	-12.434722	NA
GBIF_1414	Trigonisca rondoni	-61.85	-9.45	NA
GBIF_1415	Trigonisca rondoni	-62.55	-9.333333	NA
GBIF_1420	Trigonisca rondoni	-62.583333	-9.383333	NA
GBIF_1427	Trigonisca tavaresi	-72.891667	-8.558333	NA
GBIF_1428	Duckeola ghilianii	-67.929944	-1.955667	2004
GBIF_1429	Duckeola ghilianii	-67.872194	-1.886028	2004
GBIF_1436	Duckeola ghilianii	-60.025278	-3.113333	NA
GBIF_1441	Duckeola ghilianii	-62.933333	-7.316667	NA
GBIF_1444	Duckeola ghilianii	-52.702778	-6.207222	NA
GBIF_1448	Duckeola ghilianii	-66.692556	0.317028	NA
GBIF_1450	Duckeola ghilianii	-64.783333	-0.416667	NA
GBIF_1508	Duckeola ghilianii	-65.583333	-1.883333	NA
GBIF_1619	Duckeola ghilianii	-56.233333	-4.433333	NA
GBIF_1624	Duckeola ghilianii	-64.766667	-0.483333	NA
GBIF_1626	Duckeola ghilianii	-62.204444	-1.305833	NA
GBIF_1674	Duckeola ghilianii	-60.025	-2.034444	NA
GBIF_1744	Duckeola ghilianii	-64.366667	-12.05	NA
GBIF_1746	Duckeola pavani	-67.613969	-2.755489	2005
GBIF_1747	Duckeola pavani	-67.929944	-1.955667	2004
GBIF_1751	Duckeola pavani	-60.025	-3.101944	NA
GBIF_1753	Frieseomelitta flavicornis	-67.929944	-1.955667	2004
GBIF_1754	Frieseomelitta flavicornis	-67.872194	-1.886028	2004
GBIF_1755	Frieseomelitta flavicornis	-66.840556	-0.218889	1999
GBIF_1759	Frieseomelitta flavicornis	-62.768028	-11.139556	1997
GBIF_1760	Frieseomelitta flavicornis	-37.25	-6.566667	1995
GBIF_1764	Frieseomelitta flavicornis	-37.233333	-6.583333	1995
GBIF_1765	Frieseomelitta flavicornis	-63.140194	-3.380972	1993
GBIF_1766	Frieseomelitta flavicornis	-69.02298	-12.53714	1990
GBIF_1768	Frieseomelitta flavicornis	-38.4192	-12.1356	1985
GBIF_1770	Frieseomelitta flavicornis	-78.002	-1.4915	1976
GBIF_1783	Frieseomelitta flavicornis	-51.83333	3.83333	1959
GBIF_1791	Frieseomelitta flavicornis	-36.578	-7.068	1955
GBIF_1802	Frieseomelitta flavicornis	-36.57816	-7.06858	1955
GBIF_1813	Frieseomelitta flavicornis	-55.51729	-1.90486	1954
GBIF_1818	Frieseomelitta flavicornis	-55.983333	-14.833333	NA
GBIF_1827	Frieseomelitta longipes	-55.983333	-14.833333	NA
GBIF_1828	Frieseomelitta paranigra	-54.414083	-1.760278	NA
GBIF_1830	Frieseomelitta portoi	-65.05	-0.433333	1999
GBIF_1832	Frieseomelitta portoi	-60.133333	-12.733333	1983
GBIF_1835	Frieseomelitta portoi	-37.083333	-7.690833	NA
GBIF_1837	Frieseomelitta portoi	-52.702778	-6.207222	NA
GBIF_1838	Frieseomelitta portoi	-60.780833	-2.832778	NA
GBIF_1841	Frieseomelitta trichocerata	-34.849176	-7.151808	2005
GBIF_1864	Frieseomelitta trichocerata	-67.613969	-2.755489	2005
GBIF_1865	Frieseomelitta trichocerata	-52.793889	-18.356389	2004
GBIF_1866	Frieseomelitta trichocerata	-67.872194	-1.886028	2004
GBIF_1867	Frieseomelitta trichocerata	-67.929944	-1.955667	2004
GBIF_1869	Frieseomelitta trichocerata	-53.192778	-19.024444	2004
GBIF_1870	Frieseomelitta trichocerata	-67.416667	-10.066667	2001
GBIF_1871	Frieseomelitta trichocerata	-71.283333	-11.944722	2000
GBIF_1876	Frieseomelitta trichocerata	-55.378611	3.454722	1999
GBIF_1877	Frieseomelitta trichocerata	-62.443833	-10.7804	1997
GBIF_1878	Frieseomelitta trichocerata	-62.641333	-10.931139	1997
GBIF_1879	Frieseomelitta trichocerata	-59.916667	-2.95	1994
GBIF_1882	Frieseomelitta trichocerata	-59.625	-4.404111	1993
GBIF_1883	Frieseomelitta trichocerata	-66.533333	-4.466667	1993
GBIF_1885	Frieseomelitta trichocerata	-66.183333	-3.75	1993
GBIF_1886	Frieseomelitta trichocerata	-69.02298	-12.53714	1990
GBIF_1887	Frieseomelitta trichocerata	-66.683333	-0.316667	1990
GBIF_1888	Frieseomelitta trichocerata	-59.983333	-3.066667	1988
GBIF_1891	Frieseomelitta trichocerata	-57.044722	-1.078889	1986
GBIF_1894	Frieseomelitta trichocerata	-60.133333	-12.733333	1983
GBIF_1895	Frieseomelitta trichocerata	-61.784611	-0.506472	1980
GBIF_1912	Frieseomelitta trichocerata	-60.025278	-3.113333	NA
GBIF_1915	Frieseomelitta trichocerata	-55.504444	-11.8645	NA
GBIF_1921	Frieseomelitta trichocerata	-76.356944	-11.125	NA
GBIF_1922	Frieseomelitta trichocerata	-61.300472	-5.809472	NA
GBIF_1923	Frieseomelitta trichocerata	-55.75	-15.433333	NA
GBIF_1927	Frieseomelitta trichocerata	-49.25	-25.416667	NA
GBIF_1928	Frieseomelitta trichocerata	-48.5044	-1.4558	NA
GBIF_1934	Frieseomelitta varia	-36.521044	-6.25779	2021
GBIF_1935	Frieseomelitta varia	-39.281023	-7.278294	2021
GBIF_1937	Frieseomelitta varia	-48.995247	-15.8245	2021
GBIF_1938	Frieseomelitta varia	-47.859722	-21.169444	2021
GBIF_1939	Frieseomelitta varia	-46.779513	-16.373101	2020
GBIF_1940	Frieseomelitta varia	-50.060078	-6.062622	2020
GBIF_1941	Frieseomelitta varia	-46.719238	-23.561925	2020
GBIF_1942	Frieseomelitta varia	-46.6361	-23.5475	2002
GBIF_1960	Frieseomelitta varia	-54.9372	-2.6364	1999
GBIF_1965	Frieseomelitta varia	-34.9064	-7.8342	1998
GBIF_1971	Frieseomelitta varia	-47.7044	-21.555	1996
GBIF_1973	Frieseomelitta varia	-47.4781	-21.7103	1996
GBIF_1978	Frieseomelitta varia	-49.0606	-22.3147	1993
GBIF_1980	Frieseomelitta varia	-52.24128	-15.89948	1971
GBIF_1984	Frieseomelitta varia	-47.80151	-21.17289	1971
GBIF_1995	Frieseomelitta varia	-59.761	-18.334	1959
GBIF_2045	Frieseomelitta varia	-46.616667	-23.533333	NA
GBIF_2048	Frieseomelitta varia	-52.702778	-6.207222	NA
GBIF_2050	Frieseomelitta varia	-55.518889	-1.908333	NA
GBIF_2056	Frieseomelitta varia	-47.810417	-21.178528	NA
GBIF_2057	Frieseomelitta varia	-48.381667	-19.924444	NA
GBIF_2058	Frieseomelitta varia	-48.222417	-21.009528	NA
GBIF_2059	Frieseomelitta varia	-47.621806	-1.128333	NA
GBIF_2060	Frieseomelitta varia	-46.866667	-23.183333	NA
GBIF_2061	Frieseomelitta varia	-47.8103	-21.1775	NA
GBIF_2070	Geotrigona aequinoctialis	-50.785556	0.519111	NA
GBIF_2072	Geotrigona aequinoctialis	-45.766667	-7.516667	NA
GBIF_2112	Geotrigona aequinoctialis	-39.283056	-7.033333	NA
GBIF_2115	Geotrigona aequinoctialis	-44.302778000000004	-2.529722	NA
GBIF_2117	Geotrigona aequinoctialis	-43.905	-3.466111	NA
GBIF_2118	Geotrigona aequinoctialis	-45.243333	-5.505556	NA
GBIF_2119	Geotrigona aequinoctialis	-45.481111	-7.021667	NA
GBIF_2131	Geotrigona aequinoctialis	-40.921111	-3.854444	NA
GBIF_2160	Geotrigona aequinoctialis	-47.616667	-1.116667	NA
GBIF_2166	Geotrigona fulvohirta	-77.812278	-5.82775	2016
GBIF_2168	Geotrigona fulvohirta	-77.819861	-5.817222	2016
GBIF_2169	Geotrigona fulvohirta	-77.827472	-5.818917	2016
GBIF_2170	Geotrigona fulvohirta	-77.811861	-5.82725	2016
GBIF_2171	Geotrigona fulvohirta	-77.825433	-5.816967	2016
GBIF_2176	Geotrigona fulvohirta	-71.39307	-12.89125	2011
GBIF_2177	Geotrigona fulvohirta	-71.41928	-12.89233	2011
GBIF_2179	Geotrigona fulvohirta	-71.41917	-12.8925	2011
GBIF_2248	Geotrigona fulvohirta	-71.4192	-12.89213	2011
GBIF_2252	Geotrigona fulvohirta	-70.10962	-12.55207	2011
GBIF_2276	Geotrigona fulvohirta	-75.541667	-10.138333	1999
GBIF_2300	Geotrigona fulvohirta	-75.315	-10.785	1999
GBIF_2301	Geotrigona fulvohirta	-75.571667	-10.178333	1999
GBIF_2309	Geotrigona fulvohirta	-76.459722	-0.470556	1994
GBIF_2313	Geotrigona fulvohirta	-76.116667	-2.583333	1993
GBIF_2317	Geotrigona fulvohirta	-73.24722	-3.74806	1992
GBIF_2334	Geotrigona fulvohirta	-69.02298	-12.53714	1990
GBIF_2342	Geotrigona fulvohirta	-78.11135	-2.30868	1986
GBIF_2343	Geotrigona fulvohirta	-65.2226	-26.82414	1972
GBIF_2344	Geotrigona fulvohirta	-67.56667	-14.46667	1956
GBIF_2345	Geotrigona fulvohirta	-71.30333	-13.00339	1951
GBIF_2361	Geotrigona fulvohirta	-76.397417	-0.674167	NA
GBIF_2375	Geotrigona fulvohirta	-76.150361	-0.636917	NA
GBIF_2379	Geotrigona fulvohirta	-76.916917	-0.499139	NA
GBIF_2384	Geotrigona fulvohirta	-74.088889	-9.998889	NA
GBIF_2386	Geotrigona fulvohirta	-74.683333	-11.266667	NA
GBIF_2395	Geotrigona fulvohirta	-75.225	-10.948889	NA
GBIF_2400	Geotrigona fulvohirta	-78.983333	-5.416667	NA
GBIF_2403	Geotrigona fulvohirta	-74.538056	-8.3825	NA
GBIF_2406	Geotrigona fulvohirta	-78.899167	-4.030278	NA
GBIF_2408	Geotrigona fulvohirta	-76.005	-9.2975	NA
GBIF_2421	Geotrigona fulvohirta	-70.753889	-13.231111	NA
GBIF_2423	Geotrigona fulvohirta	-66.130833	-11.128889	NA
GBIF_2444	Geotrigona fulvohirta	-67.528889	-14.441528	NA
GBIF_2447	Geotrigona fulvohirta	-67.8875	-14.148611	NA
GBIF_2462	Geotrigona fulvohirta	-78.113056	-1.461111	NA
GBIF_2472	Geotrigona fulvohirta	-76.464722	-0.471389	NA
GBIF_2479	Geotrigona fulvohirta	-78.95	-4.083333	NA
GBIF_2481	Geotrigona fulvohirta	-70.75	-13.216667	NA
GBIF_2482	Geotrigona fulvohirta	-75.716667	-0.283333	NA
GBIF_2483	Geotrigona fulvohirta	-77.816667	-0.916667	NA
GBIF_2484	Geotrigona fulvohirta	-67.81	-9.974722	NA
GBIF_2487	Geotrigona fulvohirta	-68.667778	-9.053889	NA
GBIF_2511	Geotrigona kwyrakai	-61.916567	-11.613667	1997
GBIF_2512	Geotrigona kwyrakai	-62.443833	-10.7804	1997
GBIF_2513	Geotrigona mattogrossensis	-62.443833	-10.7804	1997
GBIF_2514	Geotrigona mattogrossensis	-62.768028	-11.139556	1997
GBIF_2517	Geotrigona mattogrossensis	-55.416667	-3.666667	NA
GBIF_2567	Geotrigona mattogrossensis	-62.414444	-10.749167	NA
GBIF_2568	Geotrigona mattogrossensis	-62.415833	-10.702778	NA
GBIF_2571	Geotrigona mattogrossensis	-62.355556	-10.818333	NA
GBIF_2572	Geotrigona mattogrossensis	-62.4075	-10.8075	NA
GBIF_2577	Geotrigona mattogrossensis	-62.379167	-10.843333	NA
GBIF_2578	Geotrigona mattogrossensis	-62.482778	-10.776944	NA
GBIF_2580	Geotrigona mattogrossensis	-62.464722	-10.843611	NA
GBIF_2582	Geotrigona mattogrossensis	-62.431389	-10.843611	NA
GBIF_2585	Geotrigona mattogrossensis	-62.519444	-10.843611	NA
GBIF_2586	Geotrigona mattogrossensis	-62.525278	-10.898333	NA
GBIF_2591	Geotrigona mattogrossensis	-62.525278	-10.898056	NA
GBIF_2594	Geotrigona mattogrossensis	-62.608611	-10.861667	NA
GBIF_2595	Geotrigona mattogrossensis	-62.681111	-10.943611	NA
GBIF_2596	Geotrigona mattogrossensis	-62.689722	-11.049444	NA
GBIF_2600	Geotrigona mattogrossensis	-62.583333	-10.866667	NA
GBIF_2608	Geotrigona mattogrossensis	-62.55	-10.816667	NA
GBIF_2610	Geotrigona mattogrossensis	-60.85	-13.266667	NA
GBIF_2611	Geotrigona mattogrossensis	-61.416667	-12.666667	NA
GBIF_2615	Geotrigona mattogrossensis	-62.55	-9.333333	NA
GBIF_2616	Geotrigona mattogrossensis	-62.316667	-10.85	NA
GBIF_2619	Geotrigona mombuca	-52.25	-15.883333	1971
GBIF_2642	Geotrigona mombuca	-52.24128	-15.89948	1953
GBIF_2694	Geotrigona mombuca	-55.983333	-14.833333	NA
GBIF_2695	Geotrigona mombuca	-50.133333	-18.833333	NA
GBIF_2696	Geotrigona mombuca	-47.566667	-20.15	NA
GBIF_2698	Geotrigona mombuca	-47.633333	-21.166667	NA
GBIF_2729	Geotrigona mombuca	-46.609722	-20.718889	NA
GBIF_2759	Geotrigona mombuca	-57.233333	-15.45	NA
GBIF_2806	Geotrigona mombuca	-52.548889	-18.4075	NA
GBIF_2807	Geotrigona mombuca	-48.277222	-18.918611	NA
GBIF_2814	Geotrigona mombuca	-47.366667	-8.483333	NA
GBIF_2833	Geotrigona mombuca	-45.916667	-9.116667	NA
GBIF_2835	Geotrigona mombuca	-44.666667	-9.533333	NA
GBIF_2838	Geotrigona mombuca	-48.133333	-10.366667	NA
GBIF_2839	Geotrigona mombuca	-45.303889	-9.753889	NA
GBIF_2841	Geotrigona mombuca	-46.466667	-12.633333	NA
GBIF_2844	Geotrigona mombuca	-46.366667	-12.533333	NA
GBIF_2845	Geotrigona mombuca	-46.783333	-10.933333	NA
GBIF_2846	Geotrigona mombuca	-44.666667	-14.133333	NA
GBIF_2865	Geotrigona mombuca	-48.459722	-14.473889	NA
GBIF_2866	Geotrigona mombuca	-45.083333	-16.366667	NA
GBIF_2867	Geotrigona mombuca	-47.183333	-22.633333	NA
GBIF_2868	Geotrigona mombuca	-55.75	-15.433056	NA
GBIF_2872	Lestrimelitta glabrata	-71.231944	-12.656111	2000
GBIF_2894	Lestrimelitta glabrata	-76.459722	-0.470556	1994
GBIF_2895	Lestrimelitta glabrata	-59.873889	8.151944	NA
GBIF_2896	Lestrimelitta glabrata	-64.083056	-0.316667	NA
GBIF_2952	Lestrimelitta glabrata	-61.241667	1.45	NA
GBIF_3013	Lestrimelitta glabrata	-67.666667	-10.566667	NA
GBIF_3023	Lestrimelitta limao	-47.847824	-15.673126	2022
GBIF_3024	Lestrimelitta limao	-47.750998	-15.576984	2022
GBIF_3025	Lestrimelitta limao	-46.647382	-23.605553	2022
GBIF_3030	Lestrimelitta limao	-44.430673	-18.753205	2019
GBIF_3031	Lestrimelitta limao	-54.620121	-20.46971	2016
GBIF_3032	Lestrimelitta limao	-73.282944	10.569333	2015
GBIF_3050	Lestrimelitta limao	-73.284361	10.569028	2015
GBIF_3062	Lestrimelitta limao	-73.252722	10.566944	2015
GBIF_3063	Lestrimelitta limao	-47.409833	-21.048041	2014
GBIF_3064	Lestrimelitta limao	-46.620833	-16.599722	2008
GBIF_3065	Lestrimelitta limao	-43.5167	-15.6667	2005
GBIF_3111	Lestrimelitta limao	-76.459722	-0.470556	1999
GBIF_3112	Lestrimelitta limao	-49.0606	-22.3147	1999
GBIF_3113	Lestrimelitta limao	-50.9778	-25.2131	1999
GBIF_3133	Lestrimelitta limao	-75.331667	-10.81	1999
GBIF_3135	Lestrimelitta limao	-47.5553	-24.7081	1982
GBIF_3149	Lestrimelitta limao	-51.6783	-20.7511	1964
GBIF_3152	Lestrimelitta limao	-52.383333	-27.183333	1956
GBIF_3215	Lestrimelitta limao	-52.5103	-28.8183	1951
GBIF_3354	Lestrimelitta limao	-44.305	-15.903333	NA
GBIF_3386	Lestrimelitta limao	-44.391389	-15.606667	NA
GBIF_3429	Lestrimelitta limao	-44.302778000000004	-2.529722	NA
GBIF_3482	Lestrimelitta limao	-47.421389	-20.080556	NA
GBIF_3487	Lestrimelitta limao	-49.6575	-14.257778	NA
GBIF_3488	Lestrimelitta limao	-47.633333	-21.166667	NA
GBIF_3539	Lestrimelitta limao	-47.169722	-21.282778	NA
GBIF_3550	Lestrimelitta limao	-44.363056	-6.370833	NA
GBIF_3553	Lestrimelitta limao	-51.1833	-29.1667	NA
GBIF_3560	Lestrimelitta maracaia	-63.5565	-8.363528	1997
GBIF_3562	Lestrimelitta maracaia	-59.966667	-2.933333	NA
GBIF_3563	Lestrimelitta maracaia	-67.58	5.458333	NA
GBIF_3573	Lestrimelitta monodonta	-62.204444	-1.305833	NA
GBIF_3633	Lestrimelitta monodonta	-61.666667	3.416667	NA
GBIF_3648	Lestrimelitta nana	-52.325	-0.596111	NA
GBIF_3650	Lestrimelitta rufa	-62.443833	-10.7804	1987
GBIF_3652	Lestrimelitta rufa	-77.983333	-1.466667	NA
GBIF_3653	Lestrimelitta rufipes	-71.41946	-12.89221	2011
GBIF_3654	Lestrimelitta rufipes	-70.0902	-12.5622	2010
GBIF_3655	Lestrimelitta rufipes	-45.991111	-16.565556	2005
GBIF_3656	Lestrimelitta rufipes	-76.333333	-6.566667	2003
GBIF_3657	Lestrimelitta rufipes	-56.798056	-3.651667	2001
GBIF_3679	Lestrimelitta rufipes	-49.05	-26.933333	NA
GBIF_3680	Lestrimelitta rufipes	-49.061417	-22.315528	NA
GBIF_3683	Lestrimelitta rufipes	-52.383333	-27.183333	NA
GBIF_3697	Lestrimelitta rufipes	-77.816667	-0.983333	NA
GBIF_3698	Lestrimelitta rufipes	-56.936944	-3.400556	NA
GBIF_3718	Lestrimelitta rufipes	-66.816667	-0.216667	NA
GBIF_3769	Lestrimelitta rufipes	-62.716667	-1.116667	NA
GBIF_3932	Lestrimelitta rufipes	-62.883333	-4.866667	NA
GBIF_3988	Lestrimelitta rufipes	-63.903056	-8.761944	NA
GBIF_3989	Lestrimelitta rufipes	-52.25	-15.883333	NA
GBIF_4002	Lestrimelitta rufipes	-57.678889	-16.070556	NA
GBIF_4006	Lestrimelitta rufipes	-42.256944	-14.259444	NA
GBIF_4008	Lestrimelitta rufipes	-46.316667	-10.45	NA
GBIF_4069	Lestrimelitta rufipes	-64.783333	-0.416667	NA
GBIF_4070	Lestrimelitta rufipes	-46.177222	-6.963889	NA
