id	species	x	y	year
GBIF_37199	Tetragonisca angustula	-46.586322	-23.404154	2022
GBIF_37200	Tetragonisca angustula	-47.990038	-15.817367	2022
GBIF_37201	Tetragonisca angustula	-40.087823	-19.149368	2022
GBIF_37202	Tetragonisca angustula	-47.830787	-15.875426	2022
GBIF_37203	Tetragonisca angustula	-39.0971	-16.421905	2022
GBIF_37204	Tetragonisca angustula	-75.576256	6.234729	2022
GBIF_37206	Tetragonisca angustula	-48.259408	-18.88403	2022
GBIF_37207	Tetragonisca angustula	-79.789347	9.30836	2022
GBIF_37208	Tetragonisca angustula	-46.682703	-23.597468	2022
GBIF_37209	Tetragonisca angustula	-39.05095	-16.408262	2022
GBIF_37210	Tetragonisca angustula	-75.586114	5.074752	2022
GBIF_37211	Tetragonisca angustula	-46.745485	-23.047334	2022
GBIF_37212	Tetragonisca angustula	-43.953823	-19.924278	2022
GBIF_37213	Tetragonisca angustula	-46.638142	-23.48528	2022
GBIF_37214	Tetragonisca angustula	-69.347351	10.067763	2022
GBIF_37215	Tetragonisca angustula	-92.010221	16.900197	2022
GBIF_37217	Tetragonisca angustula	-48.158646	-15.964108	2022
GBIF_37218	Tetragonisca angustula	-48.176296	-15.870565	2022
GBIF_37219	Tetragonisca angustula	-83.461532	8.460797	2022
GBIF_37220	Tetragonisca angustula	-47.878621	-15.834246	2022
GBIF_37221	Tetragonisca angustula	-46.481216	-23.581682	2022
GBIF_37222	Tetragonisca angustula	-48.012672	-15.817394	2022
GBIF_37223	Tetragonisca angustula	-47.524135	-22.413513	2022
GBIF_37224	Tetragonisca angustula	-91.136687	14.523263	2022
GBIF_37225	Tetragonisca angustula	-91.13673	14.523313	2022
GBIF_37226	Tetragonisca angustula	-46.639557	-23.555575	2022
GBIF_37228	Tetragonisca angustula	-75.604381	4.973703	2022
GBIF_37229	Tetragonisca angustula	-46.999166	-23.814599	2022
GBIF_37230	Tetragonisca angustula	-84.13814	10.38783	2022
GBIF_37231	Tetragonisca angustula	-83.14775	8.633622	2022
GBIF_37232	Tetragonisca angustula	-84.10313	10.36406	2022
GBIF_37233	Tetragonisca angustula	-43.619066	-17.211716	2022
GBIF_37234	Tetragonisca angustula	-40.497038	-20.31325	2022
GBIF_37235	Tetragonisca angustula	-42.693304	-22.792336	2022
GBIF_37236	Tetragonisca angustula	-46.978613	-22.946303	2021
GBIF_37237	Tetragonisca angustula	-46.993783	-22.941205	2021
GBIF_37238	Tetragonisca angustula	-83.533583	10.108812	2021
GBIF_37239	Tetragonisca angustula	-46.618038	-23.651732	2021
GBIF_37240	Tetragonisca angustula	-47.878576	-15.834276	2021
GBIF_37241	Tetragonisca angustula	-45.011907	-23.405713	2021
GBIF_37242	Tetragonisca angustula	-84.787505	10.362275	2021
GBIF_37243	Tetragonisca angustula	-84.64474	10.473784	2021
GBIF_37245	Tetragonisca angustula	-46.690803	-23.610853	2021
GBIF_37246	Tetragonisca angustula	-79.616521	9.052797	2021
GBIF_37247	Tetragonisca angustula	-44.920982	-23.158853	2021
GBIF_37248	Tetragonisca angustula	-50.936966	-17.777275	2021
GBIF_37249	Tetragonisca angustula	-50.936961	-17.777243	2021
GBIF_37250	Tetragonisca angustula	-46.617253	-23.652418	2021
GBIF_37252	Tetragonisca angustula	-84.200245	9.793766	2021
GBIF_37253	Tetragonisca angustula	-89.738124	17.004848	2021
GBIF_37254	Tetragonisca angustula	-75.663411	4.978197	2021
GBIF_37261	Tetragonisca angustula	-89.250194	14.025679	2021
GBIF_37265	Tetragonisca angustula	-46.655404	-23.564061	2021
GBIF_37266	Tetragonisca angustula	-38.401191	-12.950548	2021
GBIF_37268	Tetragonisca angustula	-46.723025	-23.598855	2021
GBIF_37269	Tetragonisca angustula	-84.44799	10.37829	2021
GBIF_37270	Tetragonisca angustula	-46.690558	-23.610933	2021
GBIF_37272	Tetragonisca angustula	-48.299007	-21.242973	2021
GBIF_37273	Tetragonisca angustula	-48.297872	-21.248501	2021
GBIF_37274	Tetragonisca angustula	-48.340987	-21.238297	2021
GBIF_37278	Tetragonisca angustula	-46.625217	-23.642863	2021
GBIF_37280	Tetragonisca angustula	-47.821006	-15.856103	2021
GBIF_37281	Tetragonisca angustula	-47.888613	-15.796453	2021
GBIF_37282	Tetragonisca angustula	-75.624577	5.61587	2021
GBIF_37283	Tetragonisca angustula	-73.567875	10.417039	2021
GBIF_37293	Tetragonisca angustula	-73.55	10.418336	2021
GBIF_37321	Tetragonisca angustula	-75.735417	4.744956	2021
GBIF_37323	Tetragonisca angustula	-92.026855	15.723969	2021
GBIF_37324	Tetragonisca angustula	-54.589807	-20.449075	2021
GBIF_37326	Tetragonisca angustula	-47.546742	-22.407614	2021
GBIF_37327	Tetragonisca angustula	-87.455868	15.736812	2021
GBIF_37328	Tetragonisca angustula	-36.02521	-8.359165	2021
GBIF_37329	Tetragonisca angustula	-84.689168	10.477574	2021
GBIF_37330	Tetragonisca angustula	-49.61613	-22.184515	2021
GBIF_37331	Tetragonisca angustula	-46.564237	-23.726598	2021
GBIF_37332	Tetragonisca angustula	-88.757645	15.804424	2021
GBIF_37333	Tetragonisca angustula	-46.765177	-21.972773	2021
GBIF_37334	Tetragonisca angustula	-84.143716	10.002503	2021
GBIF_37335	Tetragonisca angustula	-40.348115	-20.298003	2021
GBIF_37337	Tetragonisca angustula	-73.779687	6.653765	2021
GBIF_37338	Tetragonisca angustula	-45.746726	-22.747237	2021
GBIF_37342	Tetragonisca angustula	-43.231907	-22.974202	2021
GBIF_37347	Tetragonisca angustula	-46.839977	-23.602909	2021
GBIF_37348	Tetragonisca angustula	-42.026649	-22.886017	2021
GBIF_37351	Tetragonisca angustula	-87.17741	14.068209	2021
GBIF_37356	Tetragonisca angustula	-46.620498	-23.647524	2021
GBIF_37357	Tetragonisca angustula	-46.620481	-23.647474	2021
GBIF_37358	Tetragonisca angustula	-46.620482	-23.647501	2021
GBIF_37366	Tetragonisca angustula	-47.887432	-15.775518	2021
GBIF_37371	Tetragonisca angustula	-45.015702	-12.138557	2021
GBIF_37372	Tetragonisca angustula	-45.054373	-12.123614	2021
GBIF_37373	Tetragonisca angustula	-46.541412	-23.54733	2021
GBIF_37374	Tetragonisca angustula	-46.723995	-23.555887	2021
GBIF_37375	Tetragonisca angustula	-48.177042	-15.584065	2021
GBIF_37376	Tetragonisca angustula	-40.332489	-17.835688	2021
GBIF_37379	Tetragonisca angustula	-46.690392	-23.610758	2021
GBIF_37380	Tetragonisca angustula	-46.690528	-23.610788	2021
GBIF_37385	Tetragonisca angustula	-52.045998	-21.81984	2021
GBIF_37386	Tetragonisca angustula	-83.861018	9.8189	2021
GBIF_37387	Tetragonisca angustula	-84.159462	9.420356	2021
GBIF_37388	Tetragonisca angustula	-83.629912	9.908447	2021
GBIF_37389	Tetragonisca angustula	-43.295193	-22.953733	2021
GBIF_37392	Tetragonisca angustula	-40.740217	-20.027948	2021
GBIF_37393	Tetragonisca angustula	-40.786885	-20.082891	2021
GBIF_37394	Tetragonisca angustula	-86.214444	11.862557	2021
GBIF_37395	Tetragonisca angustula	-47.767475	-15.871882	2021
GBIF_37396	Tetragonisca angustula	-47.767465	-15.872309	2021
GBIF_37397	Tetragonisca angustula	-76.585446	3.389347	2021
GBIF_37399	Tetragonisca angustula	-86.134383	11.842362	2021
GBIF_37400	Tetragonisca angustula	-75.593961	6.217	2021
GBIF_37401	Tetragonisca angustula	-56.386467	-20.236378	2021
GBIF_37404	Tetragonisca angustula	-43.368805	-22.997167	2021
GBIF_37407	Tetragonisca angustula	-46.730358	-23.576278	2021
GBIF_37408	Tetragonisca angustula	-87.08315	14.21895	2021
GBIF_37409	Tetragonisca angustula	-87.021509	14.003458	2021
GBIF_37410	Tetragonisca angustula	-84.096786	10.01444	2021
GBIF_37411	Tetragonisca angustula	-46.304722	-23.978056	2021
GBIF_37413	Tetragonisca angustula	-76.272818	1.884426	2021
GBIF_37414	Tetragonisca angustula	-43.448734	-23.017048	2021
GBIF_37415	Tetragonisca angustula	-87.190538	14.069425	2021
GBIF_37416	Tetragonisca angustula	-47.886072	-15.764037	2021
GBIF_37417	Tetragonisca angustula	-44.964108	-23.385253	2021
GBIF_37419	Tetragonisca angustula	-39.320285	-7.372158	2021
GBIF_37420	Tetragonisca angustula	-39.318906	-7.366883	2021
GBIF_37421	Tetragonisca angustula	-39.315473	-7.368245	2021
GBIF_37422	Tetragonisca angustula	-38.409458	-12.947235	2021
GBIF_37423	Tetragonisca angustula	-47.656496	-18.60649	2021
GBIF_37425	Tetragonisca angustula	-47.908025	-15.825555	2021
GBIF_37426	Tetragonisca angustula	-47.91057	-15.826092	2021
GBIF_37428	Tetragonisca angustula	-83.808545	9.254377	2021
GBIF_37429	Tetragonisca angustula	-84.211362	10.097852	2021
GBIF_37430	Tetragonisca angustula	-48.01164	-15.855152	2021
GBIF_37431	Tetragonisca angustula	-43.876194	-19.925208	2021
GBIF_37432	Tetragonisca angustula	-43.876164	-19.925192	2021
GBIF_37438	Tetragonisca angustula	-38.460105	-12.989093	2021
GBIF_37439	Tetragonisca angustula	-46.873407	-23.577359	2021
GBIF_37440	Tetragonisca angustula	-46.873578	-23.574253	2021
GBIF_37441	Tetragonisca angustula	-47.938252	-15.81627	2021
GBIF_37442	Tetragonisca angustula	-48.850126	-24.51301	2021
GBIF_37444	Tetragonisca angustula	-73.17905	5.2369	2021
GBIF_37447	Tetragonisca angustula	-73.158317	5.2146	2021
GBIF_37448	Tetragonisca angustula	-73.2028	5.224233	2021
GBIF_37450	Tetragonisca angustula	-73.203867	5.233233	2021
GBIF_37452	Tetragonisca angustula	-48.02071	-15.830019	2021
GBIF_37453	Tetragonisca angustula	-48.021517	-15.829414	2021
GBIF_37454	Tetragonisca angustula	-48.020419	-15.832458	2021
GBIF_37455	Tetragonisca angustula	-75.593978	6.217019	2021
GBIF_37456	Tetragonisca angustula	-76.8875	0.081389	2021
GBIF_37457	Tetragonisca angustula	-84.75238	10.494737	2021
GBIF_37458	Tetragonisca angustula	-46.690578	-23.610842	2021
GBIF_37459	Tetragonisca angustula	-46.692058	-23.610005	2021
GBIF_37461	Tetragonisca angustula	-88.005987	15.397304	2021
GBIF_37463	Tetragonisca angustula	-87.176842	14.094208	2021
GBIF_37464	Tetragonisca angustula	-75.582522	6.264749	2021
GBIF_37466	Tetragonisca angustula	-47.908536	-15.824936	2021
GBIF_37467	Tetragonisca angustula	-84.626213	10.368881	2021
GBIF_37468	Tetragonisca angustula	-47.83666	-15.873477	2021
GBIF_37471	Tetragonisca angustula	-47.497677	-22.574425	2021
GBIF_37474	Tetragonisca angustula	-76.887532	0.081363	2021
GBIF_37475	Tetragonisca angustula	-76.585475	3.389308	2021
GBIF_37477	Tetragonisca angustula	-91.73241	16.293331	2021
GBIF_37478	Tetragonisca angustula	-46.657694	-23.563587	2021
GBIF_37479	Tetragonisca angustula	-46.656258	-23.561548	2021
GBIF_37480	Tetragonisca angustula	-38.40119	-12.950574	2021
GBIF_37481	Tetragonisca angustula	-46.660237	-23.582963	2021
GBIF_37482	Tetragonisca angustula	-46.654102	-23.589967	2021
GBIF_37483	Tetragonisca angustula	-46.660371	-23.579158	2021
GBIF_37484	Tetragonisca angustula	-89.465664	13.562067	2021
GBIF_37485	Tetragonisca angustula	-45.596489	-19.460771	2021
GBIF_37486	Tetragonisca angustula	-47.927814	-18.907546	2021
GBIF_37487	Tetragonisca angustula	-47.320833	-23.267777	2021
GBIF_37488	Tetragonisca angustula	-42.676799	-18.752406	2021
GBIF_37491	Tetragonisca angustula	-92.253342	16.952475	2021
GBIF_37492	Tetragonisca angustula	-90.472267	14.474087	2021
GBIF_37493	Tetragonisca angustula	-44.946809	-17.348869	2021
GBIF_37494	Tetragonisca angustula	-45.900931	-22.139987	2021
GBIF_37495	Tetragonisca angustula	-43.304067	-22.602221	2021
GBIF_37497	Tetragonisca angustula	-48.286687	-18.932358	2021
GBIF_37499	Tetragonisca angustula	-46.690717	-23.610875	2021
GBIF_37501	Tetragonisca angustula	-46.690442	-23.61073	2021
GBIF_37502	Tetragonisca angustula	-85.057022	10.728803	2021
GBIF_37503	Tetragonisca angustula	-85.057005	10.72857	2021
GBIF_37504	Tetragonisca angustula	-48.275523	-18.912775	2021
GBIF_37505	Tetragonisca angustula	-47.914865	-15.831959	2021
GBIF_37506	Tetragonisca angustula	-91.091363	14.396194	2021
GBIF_37507	Tetragonisca angustula	-91.58248	16.978128	2021
GBIF_37508	Tetragonisca angustula	-46.662403	-23.592114	2021
GBIF_37509	Tetragonisca angustula	-47.025944	-22.997722	2021
GBIF_37510	Tetragonisca angustula	-43.169922	-22.583445	2021
GBIF_37511	Tetragonisca angustula	-90.561378	14.325873	2021
GBIF_37512	Tetragonisca angustula	-48.073296	-15.807853	2021
GBIF_37513	Tetragonisca angustula	-84.108578	9.998174	2021
GBIF_37514	Tetragonisca angustula	-73.495409	-13.108543	2021
GBIF_37515	Tetragonisca angustula	-88.036309	14.156052	2021
GBIF_37516	Tetragonisca angustula	-44.09342	-22.508012	2021
GBIF_37519	Tetragonisca angustula	-84.471588	10.08618	2021
GBIF_37520	Tetragonisca angustula	-47.000114	-22.931403	2021
GBIF_37521	Tetragonisca angustula	-46.625311	-23.640736	2021
GBIF_37522	Tetragonisca angustula	-46.641086	-23.585069	2021
GBIF_37523	Tetragonisca angustula	-48.179264	-21.779084	2021
GBIF_37524	Tetragonisca angustula	-47.025964	-22.99773	2021
GBIF_37525	Tetragonisca angustula	-43.171887	-22.936421	2021
GBIF_37526	Tetragonisca angustula	-45.169225	-23.469482	2021
GBIF_37527	Tetragonisca angustula	-87.181007	14.09312	2021
GBIF_37528	Tetragonisca angustula	-46.69072	-23.61088	2021
GBIF_37529	Tetragonisca angustula	-46.620928	-23.647557	2021
GBIF_37530	Tetragonisca angustula	-44.080904	-19.916123	2021
GBIF_37531	Tetragonisca angustula	-46.536027	-23.646736	2021
GBIF_37532	Tetragonisca angustula	-46.687651	-23.471713	2021
GBIF_37534	Tetragonisca angustula	-47.648347	-22.464461	2021
GBIF_37535	Tetragonisca angustula	-90.807086	14.99476	2021
GBIF_37536	Tetragonisca angustula	-44.051903	-12.982357	2021
GBIF_37538	Tetragonisca angustula	-57.676211	-16.077036	2021
GBIF_37539	Tetragonisca angustula	-46.10401	-15.911905	2021
GBIF_37540	Tetragonisca angustula	-79.212945	0.526094	2021
GBIF_37541	Tetragonisca angustula	-47.980149	-19.19944	2021
GBIF_37543	Tetragonisca angustula	-83.063369	9.823875	2021
GBIF_37544	Tetragonisca angustula	-35.856488	-8.701617	2021
GBIF_37545	Tetragonisca angustula	-46.577984	-22.533446	2021
GBIF_37546	Tetragonisca angustula	-87.177283	14.068267	2021
GBIF_37548	Tetragonisca angustula	-46.725813	-23.553945	2021
GBIF_37549	Tetragonisca angustula	-46.69068	-23.61082	2021
GBIF_37550	Tetragonisca angustula	-46.690595	-23.610892	2021
GBIF_37553	Tetragonisca angustula	-46.6256	-23.64185	2021
GBIF_37554	Tetragonisca angustula	-47.992211	-25.156432	2021
GBIF_37555	Tetragonisca angustula	-79.649224	9.077668	2021
GBIF_37556	Tetragonisca angustula	-49.961932	-16.059089	2021
GBIF_37559	Tetragonisca angustula	-46.620132	-23.651271	2021
GBIF_37560	Tetragonisca angustula	-46.727929	-23.556122	2021
GBIF_37561	Tetragonisca angustula	-76.528634	3.342055	2021
GBIF_37562	Tetragonisca angustula	-46.696215	-23.509681	2021
GBIF_37563	Tetragonisca angustula	-42.06535	-16.855233	2021
GBIF_37564	Tetragonisca angustula	-47.084525	-22.828263	2021
GBIF_37565	Tetragonisca angustula	-46.588551	-23.465152	2021
GBIF_37566	Tetragonisca angustula	-46.626261	-23.640321	2021
GBIF_37567	Tetragonisca angustula	-46.625187	-23.642772	2021
GBIF_37569	Tetragonisca angustula	-47.914275	-15.833953	2021
GBIF_37570	Tetragonisca angustula	-47.912445	-15.832737	2021
GBIF_37571	Tetragonisca angustula	-43.297367	-20.684372	2021
GBIF_37572	Tetragonisca angustula	-48.059114	-15.815099	2021
GBIF_37573	Tetragonisca angustula	-82.420866	8.387292	2021
GBIF_37574	Tetragonisca angustula	-78.35938	7.888	2021
GBIF_37575	Tetragonisca angustula	-43.203816	-22.959255	2021
GBIF_37576	Tetragonisca angustula	-43.049375	-22.557799	2021
GBIF_37578	Tetragonisca angustula	-47.968383	-15.83512	2021
GBIF_37579	Tetragonisca angustula	-46.690437	-23.610762	2021
GBIF_37580	Tetragonisca angustula	-83.878445	9.833267	2021
GBIF_37582	Tetragonisca angustula	-47.036198	-22.887835	2021
GBIF_37583	Tetragonisca angustula	-75.59394	6.217003	2021
GBIF_37586	Tetragonisca angustula	-48.342433	-21.238552	2021
GBIF_37587	Tetragonisca angustula	-35.905513	-8.656132	2021
GBIF_37588	Tetragonisca angustula	-43.876266	-19.928138	2021
GBIF_37589	Tetragonisca angustula	-84.182045	9.935462	2021
GBIF_37590	Tetragonisca angustula	-43.94136	-19.938335	2021
GBIF_37591	Tetragonisca angustula	-82.849787	9.739439	2021
GBIF_37592	Tetragonisca angustula	-46.627277	-23.637883	2021
GBIF_37593	Tetragonisca angustula	-42.027614	-20.906595	2021
GBIF_37594	Tetragonisca angustula	-93.280919	16.236552	2021
GBIF_37595	Tetragonisca angustula	-46.661115	-23.585468	2021
GBIF_37596	Tetragonisca angustula	-84.686759	10.498325	2021
GBIF_37597	Tetragonisca angustula	-45.140179	-7.086414	2021
GBIF_37598	Tetragonisca angustula	-84.302063	9.907705	2021
GBIF_37599	Tetragonisca angustula	-47.450502	-15.364703	2021
GBIF_37600	Tetragonisca angustula	-84.472895	10.08674	2021
GBIF_37601	Tetragonisca angustula	-83.525652	10.579284	2021
GBIF_37602	Tetragonisca angustula	-37.283839	-11.086131	2021
GBIF_37603	Tetragonisca angustula	-46.661706	-23.512869	2021
GBIF_37604	Tetragonisca angustula	-85.313842	10.943038	2021
GBIF_37605	Tetragonisca angustula	-85.43615	10.634215	2021
GBIF_37606	Tetragonisca angustula	-75.595197	6.216967	2020
GBIF_37607	Tetragonisca angustula	-46.517406	-23.53056	2020
GBIF_37608	Tetragonisca angustula	-43.368927	-22.997261	2020
GBIF_37609	Tetragonisca angustula	-75.562842	6.269955	2020
GBIF_37610	Tetragonisca angustula	-83.91558	9.499405	2020
GBIF_37617	Tetragonisca angustula	-75.588048	6.25449	2020
GBIF_37618	Tetragonisca angustula	-46.788875	-23.608877	2020
GBIF_37619	Tetragonisca angustula	-84.754235	10.48752	2020
GBIF_37620	Tetragonisca angustula	-46.620123	-23.648359	2020
GBIF_37621	Tetragonisca angustula	-46.746967	-22.197508	2020
GBIF_37623	Tetragonisca angustula	-47.743817	-14.167747	2020
GBIF_37625	Tetragonisca angustula	-43.489855	-23.02292	2020
GBIF_37626	Tetragonisca angustula	-47.926651	-15.613258	2020
GBIF_37627	Tetragonisca angustula	-47.92668	-15.613213	2020
GBIF_37632	Tetragonisca angustula	-46.183002	-23.404365	2020
GBIF_37634	Tetragonisca angustula	-84.652346	10.469378	2020
GBIF_37637	Tetragonisca angustula	-75.6604	4.976458	2020
GBIF_37654	Tetragonisca angustula	-75.649389	4.971528	2020
GBIF_37657	Tetragonisca angustula	-73.067222	7.099722	2020
GBIF_37665	Tetragonisca angustula	-73.065833	7.099722	2020
GBIF_37676	Tetragonisca angustula	-75.66115	4.976275	2020
GBIF_37682	Tetragonisca angustula	-85.335	10.761	2020
GBIF_37683	Tetragonisca angustula	-43.405863	-22.958545	2020
GBIF_37684	Tetragonisca angustula	-46.683541	-23.60701	2020
GBIF_37685	Tetragonisca angustula	-46.663143	-23.59461	2020
GBIF_37686	Tetragonisca angustula	-46.621916	-23.650973	2020
GBIF_37688	Tetragonisca angustula	-85.674527	9.968086	2020
GBIF_37689	Tetragonisca angustula	-83.911697	10.235005	2020
GBIF_37690	Tetragonisca angustula	-90.372458	15.468502	2020
GBIF_37691	Tetragonisca angustula	-85.057018	10.729073	2020
GBIF_37692	Tetragonisca angustula	-82.422596	8.600842	2020
GBIF_37693	Tetragonisca angustula	-38.464452	-12.969184	2020
GBIF_37694	Tetragonisca angustula	-46.939974	-23.45246	2020
GBIF_37695	Tetragonisca angustula	-46.940464	-23.451201	2020
GBIF_37696	Tetragonisca angustula	-46.939652	-23.452207	2020
GBIF_37697	Tetragonisca angustula	-78.920791	-4.045652	2020
GBIF_37704	Tetragonisca angustula	-41.944445	-18.872219	2020
GBIF_37705	Tetragonisca angustula	-74.186479	10.517646	2020
GBIF_37707	Tetragonisca angustula	-47.885795	-21.946442	2020
GBIF_37708	Tetragonisca angustula	-48.343478	-21.236129	2020
GBIF_37709	Tetragonisca angustula	-90.882529	16.697598	2020
GBIF_37710	Tetragonisca angustula	-84.100403	9.976416	2020
GBIF_37711	Tetragonisca angustula	-86.343946	12.086444	2020
GBIF_37713	Tetragonisca angustula	-79.696513	9.116464	2020
GBIF_37716	Tetragonisca angustula	-79.699128	9.116411	2020
GBIF_37717	Tetragonisca angustula	-84.13934	10.001121	2020
GBIF_37718	Tetragonisca angustula	-46.683578	-23.606928	2020
GBIF_37719	Tetragonisca angustula	-88.78727	14.778395	2020
GBIF_37720	Tetragonisca angustula	-80.563862	7.945938	2020
GBIF_37721	Tetragonisca angustula	-87.026314	14.010762	2020
GBIF_37722	Tetragonisca angustula	-89.292578	13.593316	2020
GBIF_37723	Tetragonisca angustula	-89.641377	13.994213	2020
GBIF_37724	Tetragonisca angustula	-79.69838	9.117842	2020
GBIF_37725	Tetragonisca angustula	-79.698338	9.117788	2020
GBIF_37726	Tetragonisca angustula	-82.614473	8.513721	2020
GBIF_37727	Tetragonisca angustula	-79.517799	9.086491	2020
GBIF_37728	Tetragonisca angustula	-80.112592	8.603039	2020
GBIF_37730	Tetragonisca angustula	-89.641706	13.994313	2020
GBIF_37732	Tetragonisca angustula	-79.704086	9.119048	2020
GBIF_37733	Tetragonisca angustula	-74.380305	5.069532	2020
GBIF_37734	Tetragonisca angustula	-43.917271	-19.940205	2020
GBIF_37735	Tetragonisca angustula	-46.61552	-23.653545	2020
GBIF_37736	Tetragonisca angustula	-47.911747	-15.832195	2020
GBIF_37737	Tetragonisca angustula	-47.911661	-15.83215	2020
GBIF_37738	Tetragonisca angustula	-47.911696	-15.832059	2020
GBIF_37739	Tetragonisca angustula	-47.915	-15.834831	2020
GBIF_37740	Tetragonisca angustula	-47.91052	-15.830933	2020
GBIF_37741	Tetragonisca angustula	-47.911282	-15.83105	2020
GBIF_37742	Tetragonisca angustula	-47.910527	-15.830476	2020
GBIF_37743	Tetragonisca angustula	-47.910943	-15.830478	2020
GBIF_37746	Tetragonisca angustula	-47.921533	-15.836716	2020
GBIF_37747	Tetragonisca angustula	-47.922673	-15.828172	2020
GBIF_37748	Tetragonisca angustula	-47.923428	-15.827324	2020
GBIF_37749	Tetragonisca angustula	-47.922964	-15.828194	2020
GBIF_37750	Tetragonisca angustula	-47.923092	-15.827339	2020
GBIF_37751	Tetragonisca angustula	-47.913263	-15.830897	2020
GBIF_37753	Tetragonisca angustula	-46.707527	-23.532612	2020
GBIF_37755	Tetragonisca angustula	-41.127455	-20.314729	2020
GBIF_37756	Tetragonisca angustula	-78.467812	0.874452	2020
GBIF_37760	Tetragonisca angustula	-92.302125	15.125197	2020
GBIF_37761	Tetragonisca angustula	-75.194962	6.83589	2020
GBIF_37764	Tetragonisca angustula	-51.451005	-22.160251	2020
GBIF_37765	Tetragonisca angustula	-43.691412	-20.523639	2020
GBIF_37768	Tetragonisca angustula	-84.143823	10.002561	2020
GBIF_37769	Tetragonisca angustula	-85.334	10.763	2020
GBIF_37770	Tetragonisca angustula	-41.902368	-18.842768	2020
GBIF_37771	Tetragonisca angustula	-41.944642	-18.872396	2020
GBIF_37772	Tetragonisca angustula	-75.58198	6.265299	2020
GBIF_37773	Tetragonisca angustula	-79.476608	9.034435	2020
GBIF_37776	Tetragonisca angustula	-90.466949	14.440812	2020
GBIF_37777	Tetragonisca angustula	-75.674025	4.565188	2020
GBIF_37778	Tetragonisca angustula	-46.976298	-22.853113	2020
GBIF_37779	Tetragonisca angustula	-89.28532	13.695379	2020
GBIF_37780	Tetragonisca angustula	-73.560844	11.237073	2020
GBIF_37782	Tetragonisca angustula	-75.737066	1.510869	2020
GBIF_37783	Tetragonisca angustula	-75.748078	6.02774	2020
GBIF_37786	Tetragonisca angustula	-38.399375	-12.952029	2020
GBIF_37787	Tetragonisca angustula	-47.446303	-22.56635	2020
GBIF_37789	Tetragonisca angustula	-85.335	10.764	2020
GBIF_37790	Tetragonisca angustula	-43.241507	-22.910642	2020
GBIF_37791	Tetragonisca angustula	-74.330157	4.979068	2020
GBIF_37792	Tetragonisca angustula	-84.110277	9.942808	2020
GBIF_37793	Tetragonisca angustula	-47.916666	-15.834525	2020
GBIF_37794	Tetragonisca angustula	-79.509056	9.006013	2020
GBIF_37796	Tetragonisca angustula	-46.726253	-23.571762	2020
GBIF_37797	Tetragonisca angustula	-79.407222	9.101389	2020
GBIF_37798	Tetragonisca angustula	-90.230759	15.783471	2020
GBIF_37799	Tetragonisca angustula	-48.026988	-23.556364	2020
GBIF_37800	Tetragonisca angustula	-46.755557	-23.573466	2020
GBIF_37801	Tetragonisca angustula	-46.754618	-23.572883	2020
GBIF_37804	Tetragonisca angustula	-48.457031	-15.826762	2020
GBIF_37805	Tetragonisca angustula	-75.582049	6.265786	2020
GBIF_37806	Tetragonisca angustula	-74.429884	4.623416	2020
GBIF_37807	Tetragonisca angustula	-75.584519	6.27695	2020
GBIF_37808	Tetragonisca angustula	-40.299444	-19.404167	2020
GBIF_37809	Tetragonisca angustula	-77.309655	-0.721627	2020
GBIF_37810	Tetragonisca angustula	-47.913662	-15.832994	2020
GBIF_37812	Tetragonisca angustula	-43.343692	-21.761901	2020
GBIF_37813	Tetragonisca angustula	-91.086798	14.399582	2020
GBIF_37815	Tetragonisca angustula	-46.690333	-23.610733	2020
GBIF_37816	Tetragonisca angustula	-83.853874	9.800492	2020
GBIF_37817	Tetragonisca angustula	-75.825251	5.965617	2020
GBIF_37821	Tetragonisca angustula	-46.621684	-23.648383	2020
GBIF_37822	Tetragonisca angustula	-46.620677	-23.647296	2020
GBIF_37823	Tetragonisca angustula	-42.828942	-18.709673	2020
GBIF_37825	Tetragonisca angustula	-47.873242	-22.6074	2020
GBIF_37827	Tetragonisca angustula	-83.591528	10.214955	2020
GBIF_37835	Tetragonisca angustula	-83.591485	10.220044	2020
GBIF_37836	Tetragonisca angustula	-83.592645	10.219967	2020
GBIF_37837	Tetragonisca angustula	-87.45471	15.735843	2020
GBIF_37838	Tetragonisca angustula	-83.589832	10.22185	2020
GBIF_37839	Tetragonisca angustula	-83.591528	10.214948	2020
GBIF_37840	Tetragonisca angustula	-83.592728	10.22066	2020
GBIF_37841	Tetragonisca angustula	-46.618196	-23.649609	2020
GBIF_37843	Tetragonisca angustula	-74.501454	5.030991	2020
GBIF_37845	Tetragonisca angustula	-67.580037	10.267128	2020
GBIF_37846	Tetragonisca angustula	-88.865342	14.666687	2020
GBIF_37847	Tetragonisca angustula	-47.058517	-22.857263	2020
GBIF_37848	Tetragonisca angustula	-47.268814	-15.473188	2020
GBIF_37851	Tetragonisca angustula	-43.471856	-23.022705	2020
GBIF_37857	Tetragonisca angustula	-46.412963	-23.719862	2020
GBIF_37858	Tetragonisca angustula	-47.316883	-20.461042	2020
GBIF_37859	Tetragonisca angustula	-75.550865	6.267012	2020
GBIF_37860	Tetragonisca angustula	-46.690613	-23.61085	2020
GBIF_37861	Tetragonisca angustula	-83.589756	10.223119	2020
GBIF_37862	Tetragonisca angustula	-83.592222	10.220556	2020
GBIF_37863	Tetragonisca angustula	-75.582295	6.282367	2020
